laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN1914700000000,19,147,"Palo Alto County, IA",2008,"5,440","5,208",232,4.3
CN1914900000000,19,149,"Plymouth County, IA",2008,"14,333","13,851",482,3.4
CN1915100000000,19,151,"Pocahontas County, IA",2008,"4,239","4,104",135,3.2
CN1915300000000,19,153,"Polk County, IA",2008,"240,951","231,148","9,803",4.1
CN1915500000000,19,155,"Pottawattamie County, IA",2008,"48,610","46,542","2,068",4.3
CN1915700000000,19,157,"Poweshiek County, IA",2008,"10,485","10,004",481,4.6
CN1915900000000,19,159,"Ringgold County, IA",2008,"2,426","2,315",111,4.6
CN1916100000000,19,161,"Sac County, IA",2008,"5,782","5,566",216,3.7
CN1916300000000,19,163,"Scott County, IA",2008,"90,457","86,607","3,850",4.3
CN1916500000000,19,165,"Shelby County, IA",2008,"7,585","7,352",233,3.1
CN1916700000000,19,167,"Sioux County, IA",2008,"19,727","19,168",559,2.8
CN1916900000000,19,169,"Story County, IA",2008,"48,815","47,260","1,555",3.2
CN1917100000000,19,171,"Tama County, IA",2008,"8,941","8,462",479,5.4
CN1917300000000,19,173,"Taylor County, IA",2008,"3,370","3,234",136,4.0
CN1917500000000,19,175,"Union County, IA",2008,"6,710","6,402",308,4.6
CN1917700000000,19,177,"Van Buren County, IA",2008,"3,950","3,757",193,4.9
CN1917900000000,19,179,"Wapello County, IA",2008,"18,877","17,925",952,5.0
CN1918100000000,19,181,"Warren County, IA",2008,"25,753","24,771",982,3.8
CN1918300000000,19,183,"Washington County, IA",2008,"12,018","11,526",492,4.1
CN1918500000000,19,185,"Wayne County, IA",2008,"3,246","3,109",137,4.2
CN1918700000000,19,187,"Webster County, IA",2008,"20,058","19,181",877,4.4
CN1918900000000,19,189,"Winnebago County, IA",2008,"5,922","5,540",382,6.5
CN1919100000000,19,191,"Winneshiek County, IA",2008,"12,390","11,851",539,4.4
CN1919300000000,19,193,"Woodbury County, IA",2008,"55,927","53,765","2,162",3.9
CN1919500000000,19,195,"Worth County, IA",2008,"4,576","4,336",240,5.2
CN1919700000000,19,197,"Wright County, IA",2008,"7,113","6,795",318,4.5
CN2000100000000,20,1,"Allen County, KS",2008,"7,408","7,069",339,4.6
CN2000300000000,20,3,"Anderson County, KS",2008,"4,339","4,130",209,4.8
CN2000500000000,20,5,"Atchison County, KS",2008,"8,854","8,446",408,4.6
CN2000700000000,20,7,"Barber County, KS",2008,"2,754","2,664",90,3.3
CN2000900000000,20,9,"Barton County, KS",2008,"15,624","15,106",518,3.3
CN2001100000000,20,11,"Bourbon County, KS",2008,"8,517","8,103",414,4.9
CN2001300000000,20,13,"Brown County, KS",2008,"5,558","5,316",242,4.4
CN2001500000000,20,15,"Butler County, KS",2008,"32,739","31,296","1,443",4.4
CN2001700000000,20,17,"Chase County, KS",2008,"1,469","1,408",61,4.2
CN2001900000000,20,19,"Chautauqua County, KS",2008,"1,860","1,775",85,4.6
CN2002100000000,20,21,"Cherokee County, KS",2008,"11,210","10,628",582,5.2
CN2002300000000,20,23,"Cheyenne County, KS",2008,"1,476","1,429",47,3.2
CN2002500000000,20,25,"Clark County, KS",2008,"1,251","1,211",40,3.2
CN2002700000000,20,27,"Clay County, KS",2008,"5,170","4,993",177,3.4
CN2002900000000,20,29,"Cloud County, KS",2008,"5,581","5,376",205,3.7
CN2003100000000,20,31,"Coffey County, KS",2008,"5,373","5,118",255,4.7
CN2003300000000,20,33,"Comanche County, KS",2008,"1,112","1,076",36,3.2
CN2003500000000,20,35,"Cowley County, KS",2008,"18,142","17,333",809,4.5
CN2003700000000,20,37,"Crawford County, KS",2008,"19,905","18,845","1,060",5.3
CN2003900000000,20,39,"Decatur County, KS",2008,"1,784","1,729",55,3.1
CN2004100000000,20,41,"Dickinson County, KS",2008,"10,715","10,289",426,4.0
CN2004300000000,20,43,"Doniphan County, KS",2008,"4,487","4,237",250,5.6
CN2004500000000,20,45,"Douglas County, KS",2008,"61,712","59,114","2,598",4.2
CN2004700000000,20,47,"Edwards County, KS",2008,"1,756","1,707",49,2.8
CN2004900000000,20,49,"Elk County, KS",2008,"1,462","1,379",83,5.7
CN2005100000000,20,51,"Ellis County, KS",2008,"17,372","16,843",529,3.0
CN2005300000000,20,53,"Ellsworth County, KS",2008,"3,872","3,744",128,3.3
CN2005500000000,20,55,"Finney County, KS",2008,"19,131","18,452",679,3.5
CN2005700000000,20,57,"Ford County, KS",2008,"18,094","17,544",550,3.0
CN2005900000000,20,59,"Franklin County, KS",2008,"13,782","13,008",774,5.6
CN2006100000000,20,61,"Geary County, KS",2008,"13,568","12,933",635,4.7
CN2006300000000,20,63,"Gove County, KS",2008,"1,516","1,474",42,2.8
CN2006500000000,20,65,"Graham County, KS",2008,"1,520","1,469",51,3.4
CN2006700000000,20,67,"Grant County, KS",2008,"4,002","3,887",115,2.9
CN2006900000000,20,69,"Gray County, KS",2008,"3,323","3,236",87,2.6
CN2007100000000,20,71,"Greeley County, KS",2008,731,703,28,3.8
CN2007300000000,20,73,"Greenwood County, KS",2008,"3,628","3,436",192,5.3
CN2007500000000,20,75,"Hamilton County, KS",2008,"1,288","1,244",44,3.4
CN2007700000000,20,77,"Harper County, KS",2008,"3,438","3,328",110,3.2
CN2007900000000,20,79,"Harvey County, KS",2008,"18,086","17,376",710,3.9
CN2008100000000,20,81,"Haskell County, KS",2008,"2,193","2,133",60,2.7
CN2008300000000,20,83,"Hodgeman County, KS",2008,944,912,32,3.4
CN2008500000000,20,85,"Jackson County, KS",2008,"6,872","6,476",396,5.8
CN2008700000000,20,87,"Jefferson County, KS",2008,"9,615","9,109",506,5.3
CN2008900000000,20,89,"Jewell County, KS",2008,"1,950","1,888",62,3.2
CN2009100000000,20,91,"Johnson County, KS",2008,"301,599","287,691","13,908",4.6
CN2009300000000,20,93,"Kearny County, KS",2008,"2,179","2,105",74,3.4
CN2009500000000,20,95,"Kingman County, KS",2008,"4,490","4,340",150,3.3
CN2009700000000,20,97,"Kiowa County, KS",2008,"1,433","1,384",49,3.4
CN2009900000000,20,99,"Labette County, KS",2008,"11,469","10,861",608,5.3
CN2010100000000,20,101,"Lane County, KS",2008,"1,098","1,057",41,3.7
CN2010300000000,20,103,"Leavenworth County, KS",2008,"32,928","31,016","1,912",5.8
CN2010500000000,20,105,"Lincoln County, KS",2008,"1,933","1,861",72,3.7
CN2010700000000,20,107,"Linn County, KS",2008,"4,639","4,328",311,6.7
CN2010900000000,20,109,"Logan County, KS",2008,"1,659","1,613",46,2.8
CN2011100000000,20,111,"Lyon County, KS",2008,"18,873","17,767","1,106",5.9
CN2011300000000,20,113,"McPherson County, KS",2008,"16,521","15,927",594,3.6
CN2011500000000,20,115,"Marion County, KS",2008,"6,755","6,505",250,3.7
CN2011700000000,20,117,"Marshall County, KS",2008,"5,977","5,753",224,3.7
CN2011900000000,20,119,"Meade County, KS",2008,"2,404","2,333",71,3.0
CN2012100000000,20,121,"Miami County, KS",2008,"16,316","15,476",840,5.1
CN2012300000000,20,123,"Mitchell County, KS",2008,"3,570","3,452",118,3.3
CN2012500000000,20,125,"Montgomery County, KS",2008,"17,971","16,966","1,005",5.6
CN2012700000000,20,127,"Morris County, KS",2008,"2,904","2,764",140,4.8
CN2012900000000,20,129,"Morton County, KS",2008,"1,778","1,728",50,2.8
CN2013100000000,20,131,"Nemaha County, KS",2008,"5,768","5,587",181,3.1
CN2013300000000,20,133,"Neosho County, KS",2008,"9,216","8,762",454,4.9
CN2013500000000,20,135,"Ness County, KS",2008,"1,822","1,766",56,3.1
CN2013700000000,20,137,"Norton County, KS",2008,"2,819","2,728",91,3.2
CN2013900000000,20,139,"Osage County, KS",2008,"8,510","7,999",511,6.0
CN2014100000000,20,141,"Osborne County, KS",2008,"2,251","2,174",77,3.4
CN2014300000000,20,143,"Ottawa County, KS",2008,"3,385","3,261",124,3.7
CN2014500000000,20,145,"Pawnee County, KS",2008,"3,819","3,697",122,3.2
CN2014700000000,20,147,"Phillips County, KS",2008,"3,066","2,934",132,4.3
CN2014900000000,20,149,"Pottawatomie County, KS",2008,"10,778","10,391",387,3.6
CN2015100000000,20,151,"Pratt County, KS",2008,"5,707","5,510",197,3.5
CN2015300000000,20,153,"Rawlins County, KS",2008,"1,234","1,191",43,3.5
CN2015500000000,20,155,"Reno County, KS",2008,"34,408","32,990","1,418",4.1
CN2015700000000,20,157,"Republic County, KS",2008,"2,968","2,875",93,3.1
CN2015900000000,20,159,"Rice County, KS",2008,"5,843","5,621",222,3.8
CN2016100000000,20,161,"Riley County, KS",2008,"37,328","36,016","1,312",3.5
CN2016300000000,20,163,"Rooks County, KS",2008,"2,692","2,568",124,4.6
CN2016500000000,20,165,"Rush County, KS",2008,"1,709","1,643",66,3.9
CN2016700000000,20,167,"Russell County, KS",2008,"3,611","3,476",135,3.7
CN2016900000000,20,169,"Saline County, KS",2008,"31,537","30,325","1,212",3.8
CN2017100000000,20,171,"Scott County, KS",2008,"2,736","2,663",73,2.7
CN2017300000000,20,173,"Sedgwick County, KS",2008,"254,830","243,295","11,535",4.5
CN2017500000000,20,175,"Seward County, KS",2008,"11,123","10,774",349,3.1
CN2017700000000,20,177,"Shawnee County, KS",2008,"92,467","87,810","4,657",5.0
CN2017900000000,20,179,"Sheridan County, KS",2008,"1,570","1,529",41,2.6
CN2018100000000,20,181,"Sherman County, KS",2008,"3,747","3,630",117,3.1
CN2018300000000,20,183,"Smith County, KS",2008,"2,171","2,084",87,4.0
CN2018500000000,20,185,"Stafford County, KS",2008,"2,157","2,077",80,3.7
CN2018700000000,20,187,"Stanton County, KS",2008,"1,117","1,080",37,3.3
CN2018900000000,20,189,"Stevens County, KS",2008,"2,292","2,214",78,3.4
CN2019100000000,20,191,"Sumner County, KS",2008,"11,695","11,154",541,4.6
CN2019300000000,20,193,"Thomas County, KS",2008,"4,233","4,102",131,3.1
CN2019500000000,20,195,"Trego County, KS",2008,"1,872","1,815",57,3.0
CN2019700000000,20,197,"Wabaunsee County, KS",2008,"3,708","3,540",168,4.5
CN2019900000000,20,199,"Wallace County, KS",2008,850,809,41,4.8
CN2020100000000,20,201,"Washington County, KS",2008,"3,340","3,219",121,3.6
CN2020300000000,20,203,"Wichita County, KS",2008,"1,266","1,226",40,3.2
CN2020500000000,20,205,"Wilson County, KS",2008,"5,525","5,215",310,5.6
CN2020700000000,20,207,"Woodson County, KS",2008,"1,674","1,579",95,5.7
CN2020900000000,20,209,"Wyandotte County, KS",2008,"71,160","65,407","5,753",8.1
CN2100100000000,21,1,"Adair County, KY",2008,"8,853","8,248",605,6.8
CN2100300000000,21,3,"Allen County, KY",2008,"8,367","7,778",589,7.0
CN2100500000000,21,5,"Anderson County, KY",2008,"10,877","10,182",695,6.4
CN2100700000000,21,7,"Ballard County, KY",2008,"4,134","3,877",257,6.2
CN2100900000000,21,9,"Barren County, KY",2008,"19,414","18,223","1,191",6.1
CN2101100000000,21,11,"Bath County, KY",2008,"5,028","4,579",449,8.9
CN2101300000000,21,13,"Bell County, KY",2008,"9,603","8,751",852,8.9
CN2101500000000,21,15,"Boone County, KY",2008,"62,871","59,447","3,424",5.4
CN2101700000000,21,17,"Bourbon County, KY",2008,"9,550","8,995",555,5.8
CN2101900000000,21,19,"Boyd County, KY",2008,"22,798","21,456","1,342",5.9
CN2102100000000,21,21,"Boyle County, KY",2008,"12,745","11,885",860,6.7
CN2102300000000,21,23,"Bracken County, KY",2008,"4,243","3,936",307,7.2
CN2102500000000,21,25,"Breathitt County, KY",2008,"5,619","5,210",409,7.3
CN2102700000000,21,27,"Breckinridge County, KY",2008,"9,153","8,471",682,7.5
CN2102900000000,21,29,"Bullitt County, KY",2008,"39,338","36,604","2,734",7.0
CN2103100000000,21,31,"Butler County, KY",2008,"5,458","5,028",430,7.9
CN2103300000000,21,33,"Caldwell County, KY",2008,"6,661","6,225",436,6.5
CN2103500000000,21,35,"Calloway County, KY",2008,"17,810","16,774","1,036",5.8
CN2103700000000,21,37,"Campbell County, KY",2008,"44,380","41,696","2,684",6.0
CN2103900000000,21,39,"Carlisle County, KY",2008,"2,270","2,122",148,6.5
CN2104100000000,21,41,"Carroll County, KY",2008,"5,538","5,125",413,7.5
CN2104300000000,21,43,"Carter County, KY",2008,"13,304","12,219","1,085",8.2
CN2104500000000,21,45,"Casey County, KY",2008,"7,125","6,674",451,6.3
CN2104700000000,21,47,"Christian County, KY",2008,"28,973","26,578","2,395",8.3
CN2104900000000,21,49,"Clark County, KY",2008,"17,091","16,008","1,083",6.3
CN2105100000000,21,51,"Clay County, KY",2008,"6,798","6,094",704,10.4
CN2105300000000,21,53,"Clinton County, KY",2008,"4,710","4,405",305,6.5
CN2105500000000,21,55,"Crittenden County, KY",2008,"4,026","3,763",263,6.5
CN2105700000000,21,57,"Cumberland County, KY",2008,"2,945","2,715",230,7.8
CN2105900000000,21,59,"Daviess County, KY",2008,"47,303","44,604","2,699",5.7
CN2106100000000,21,61,"Edmonson County, KY",2008,"5,316","4,915",401,7.5
CN2106300000000,21,63,"Elliott County, KY",2008,"3,143","2,881",262,8.3
CN2106500000000,21,65,"Estill County, KY",2008,"6,164","5,686",478,7.8
CN2106700000000,21,67,"Fayette County, KY",2008,"150,018","142,748","7,270",4.8
CN2106900000000,21,69,"Fleming County, KY",2008,"6,456","5,992",464,7.2
CN2107100000000,21,71,"Floyd County, KY",2008,"15,268","14,246","1,022",6.7
CN2107300000000,21,73,"Franklin County, KY",2008,"24,787","23,348","1,439",5.8
CN2107500000000,21,75,"Fulton County, KY",2008,"2,711","2,504",207,7.6
CN2107700000000,21,77,"Gallatin County, KY",2008,"3,916","3,639",277,7.1
CN2107900000000,21,79,"Garrard County, KY",2008,"7,575","7,080",495,6.5
CN2108100000000,21,81,"Grant County, KY",2008,"12,771","11,881",890,7.0
CN2108300000000,21,83,"Graves County, KY",2008,"15,807","14,718","1,089",6.9
CN2108500000000,21,85,"Grayson County, KY",2008,"11,115","10,010","1,105",9.9
CN2108700000000,21,87,"Green County, KY",2008,"5,530","5,105",425,7.7
CN2108900000000,21,89,"Greenup County, KY",2008,"17,499","16,406","1,093",6.2
CN2109100000000,21,91,"Hancock County, KY",2008,"4,191","3,947",244,5.8
CN2109300000000,21,93,"Hardin County, KY",2008,"47,522","44,570","2,952",6.2
CN2109500000000,21,95,"Harlan County, KY",2008,"10,052","9,162",890,8.9
CN2109700000000,21,97,"Harrison County, KY",2008,"9,261","8,679",582,6.3
CN2109900000000,21,99,"Hart County, KY",2008,"8,237","7,696",541,6.6
CN2110100000000,21,101,"Henderson County, KY",2008,"22,832","21,439","1,393",6.1
CN2110300000000,21,103,"Henry County, KY",2008,"7,767","7,284",483,6.2
CN2110500000000,21,105,"Hickman County, KY",2008,"2,094","1,947",147,7.0
CN2110700000000,21,107,"Hopkins County, KY",2008,"23,112","21,422","1,690",7.3
CN2110900000000,21,109,"Jackson County, KY",2008,"4,103","3,639",464,11.3
CN2111100000000,21,111,"Jefferson County, KY",2008,"355,732","333,279","22,453",6.3
CN2111300000000,21,113,"Jessamine County, KY",2008,"23,019","21,752","1,267",5.5
CN2111500000000,21,115,"Johnson County, KY",2008,"9,498","8,844",654,6.9
CN2111700000000,21,117,"Kenton County, KY",2008,"83,664","78,687","4,977",5.9
CN2111900000000,21,119,"Knott County, KY",2008,"6,280","5,856",424,6.8
CN2112100000000,21,121,"Knox County, KY",2008,"12,731","11,759",972,7.6
CN2112300000000,21,123,"Larue County, KY",2008,"6,962","6,510",452,6.5
CN2112500000000,21,125,"Laurel County, KY",2008,"26,047","24,326","1,721",6.6
CN2112700000000,21,127,"Lawrence County, KY",2008,"5,870","5,368",502,8.6
CN2112900000000,21,129,"Lee County, KY",2008,"2,676","2,479",197,7.4
CN2113100000000,21,131,"Leslie County, KY",2008,"3,544","3,251",293,8.3
CN2113300000000,21,133,"Letcher County, KY",2008,"8,700","8,102",598,6.9
CN2113500000000,21,135,"Lewis County, KY",2008,"5,517","4,991",526,9.5
CN2113700000000,21,137,"Lincoln County, KY",2008,"10,501","9,718",783,7.5
CN2113900000000,21,139,"Livingston County, KY",2008,"4,717","4,430",287,6.1
CN2114100000000,21,141,"Logan County, KY",2008,"12,367","11,583",784,6.3
CN2114300000000,21,143,"Lyon County, KY",2008,"3,277","3,027",250,7.6
CN2114500000000,21,145,"McCracken County, KY",2008,"31,062","29,269","1,793",5.8
CN2114700000000,21,147,"McCreary County, KY",2008,"5,709","5,161",548,9.6
CN2114900000000,21,149,"McLean County, KY",2008,"4,555","4,232",323,7.1
CN2115100000000,21,151,"Madison County, KY",2008,"42,850","40,496","2,354",5.5
CN2115300000000,21,153,"Magoffin County, KY",2008,"4,261","3,805",456,10.7
CN2115500000000,21,155,"Marion County, KY",2008,"10,228","9,570",658,6.4
CN2115700000000,21,157,"Marshall County, KY",2008,"14,718","13,791",927,6.3
CN2115900000000,21,159,"Martin County, KY",2008,"3,512","3,245",267,7.6
CN2116100000000,21,161,"Mason County, KY",2008,"8,777","8,254",523,6.0
CN2116300000000,21,163,"Meade County, KY",2008,"11,518","10,630",888,7.7
CN2116500000000,21,165,"Menifee County, KY",2008,"2,582","2,327",255,9.9
CN2116700000000,21,167,"Mercer County, KY",2008,"10,453","9,797",656,6.3
CN2116900000000,21,169,"Metcalfe County, KY",2008,"4,395","4,088",307,7.0
CN2117100000000,21,171,"Monroe County, KY",2008,"4,741","4,349",392,8.3
CN2117300000000,21,173,"Montgomery County, KY",2008,"12,230","11,330",900,7.4
CN2117500000000,21,175,"Morgan County, KY",2008,"4,903","4,427",476,9.7
CN2117700000000,21,177,"Muhlenberg County, KY",2008,"13,098","11,979","1,119",8.5
CN2117900000000,21,179,"Nelson County, KY",2008,"21,546","19,976","1,570",7.3
CN2118100000000,21,181,"Nicholas County, KY",2008,"3,078","2,854",224,7.3
CN2118300000000,21,183,"Ohio County, KY",2008,"12,504","11,706",798,6.4
CN2118500000000,21,185,"Oldham County, KY",2008,"27,753","26,199","1,554",5.6
CN2118700000000,21,187,"Owen County, KY",2008,"5,297","4,954",343,6.5
CN2118900000000,21,189,"Owsley County, KY",2008,"1,528","1,405",123,8.0
CN2119100000000,21,191,"Pendleton County, KY",2008,"7,296","6,736",560,7.7
CN2119300000000,21,193,"Perry County, KY",2008,"11,184","10,420",764,6.8
CN2119500000000,21,195,"Pike County, KY",2008,"25,688","24,186","1,502",5.8
CN2119700000000,21,197,"Powell County, KY",2008,"5,440","4,974",466,8.6
CN2119900000000,21,199,"Pulaski County, KY",2008,"27,087","25,265","1,822",6.7
CN2120100000000,21,201,"Robertson County, KY",2008,984,924,60,6.1
CN2120300000000,21,203,"Rockcastle County, KY",2008,"7,221","6,692",529,7.3
CN2120500000000,21,205,"Rowan County, KY",2008,"12,332","11,592",740,6.0
CN2120700000000,21,207,"Russell County, KY",2008,"8,238","7,635",603,7.3
CN2120900000000,21,209,"Scott County, KY",2008,"22,779","21,542","1,237",5.4
CN2121100000000,21,211,"Shelby County, KY",2008,"21,465","20,235","1,230",5.7
CN2121300000000,21,213,"Simpson County, KY",2008,"9,364","8,764",600,6.4
CN2121500000000,21,215,"Spencer County, KY",2008,"9,172","8,501",671,7.3
CN2121700000000,21,217,"Taylor County, KY",2008,"13,543","12,723",820,6.1
CN2121900000000,21,219,"Todd County, KY",2008,"5,229","4,857",372,7.1
CN2122100000000,21,221,"Trigg County, KY",2008,"6,246","5,764",482,7.7
CN2122300000000,21,223,"Trimble County, KY",2008,"4,339","4,024",315,7.3
CN2122500000000,21,225,"Union County, KY",2008,"7,654","7,153",501,6.5
CN2122700000000,21,227,"Warren County, KY",2008,"57,842","54,741","3,101",5.4
CN2122900000000,21,229,"Washington County, KY",2008,"5,400","5,009",391,7.2
CN2123100000000,21,231,"Wayne County, KY",2008,"8,389","7,695",694,8.3
CN2123300000000,21,233,"Webster County, KY",2008,"6,403","5,997",406,6.3
CN2123500000000,21,235,"Whitley County, KY",2008,"15,370","14,241","1,129",7.3
CN2123700000000,21,237,"Wolfe County, KY",2008,"2,313","2,087",226,9.8
CN2123900000000,21,239,"Woodford County, KY",2008,"13,134","12,508",626,4.8
CN2200100000000,22,1,"Acadia Parish, LA",2008,"27,106","25,970","1,136",4.2
CN2200300000000,22,3,"Allen Parish, LA",2008,"8,870","8,316",554,6.2
CN2200500000000,22,5,"Ascension Parish, LA",2008,"50,938","48,704","2,234",4.4
CN2200700000000,22,7,"Assumption Parish, LA",2008,"10,671","10,050",621,5.8
CN2200900000000,22,9,"Avoyelles Parish, LA",2008,"16,478","15,485",993,6.0
CN2201100000000,22,11,"Beauregard Parish, LA",2008,"14,643","13,843",800,5.5
CN2201300000000,22,13,"Bienville Parish, LA",2008,"6,185","5,786",399,6.5
CN2201500000000,22,15,"Bossier Parish, LA",2008,"54,797","52,337","2,460",4.5
CN2201700000000,22,17,"Caddo Parish, LA",2008,"121,151","114,249","6,902",5.7
